 ,Area,Major,Minor,Angle,Circ.,AR,Round,Solidity
1,261.771200,18.726104,17.798547,117.087733,0.667376,1.052114,0.950467,0.866359
2,55.696000,9.101978,7.791093,131.998981,0.887468,1.168254,0.855978,0.800000
3,873.034800,48.074987,23.121846,81.289337,0.557774,2.079202,0.480954,0.894437
4,462.276800,26.802911,21.959895,147.185526,0.767256,1.220539,0.819310,0.903401
5,522.150000,28.711621,23.155155,126.346258,0.752128,1.239967,0.806473,0.915751
6,334.176000,23.868566,17.826211,145.210127,0.673623,1.338959,0.746849,0.882353
7,401.011200,24.147316,21.144516,15.506083,0.734732,1.142013,0.875647,0.926045
8,526.327200,29.575424,22.658698,156.975757,0.803003,1.305257,0.766133,0.910843
9,2181.890800,70.193681,39.577205,31.649744,0.544853,1.773589,0.563829,0.843607
10,253.416800,18.924609,17.049773,125.428434,0.739883,1.109962,0.900931,0.875000
11,396.834000,23.963482,21.084780,61.218647,0.731261,1.136530,0.879871,0.894819
12,609.871200,30.517300,25.444981,125.445077,0.807337,1.199345,0.833789,0.911550
13,508.226000,27.182087,23.805877,95.106752,0.841225,1.141823,0.875793,0.931122
14,523.542400,36.671532,18.177448,178.743282,0.552605,2.017419,0.495683,0.876457
15,385.694800,22.762398,21.574259,163.029887,0.631807,1.055072,0.947803,0.872441
16,1471.766800,58.691839,31.927977,155.069303,0.652725,1.838257,0.543993,0.908076
17,1184.932400,41.150857,36.662731,27.070661,0.745346,1.122417,0.890935,0.921993
18,847.971600,42.386820,25.471856,179.764161,0.661751,1.664065,0.600938,0.900888
19,465.061600,28.184078,21.009551,130.982525,0.821060,1.341489,0.745440,0.907609
20,385.694800,23.919891,20.530272,114.537264,0.694202,1.165103,0.858293,0.875197
21,32.025200,7.311808,5.576699,105.686503,0.520861,1.311136,0.762698,0.730159
22,434.428800,24.421724,22.649176,112.338359,0.685277,1.078261,0.927419,0.900433
23,909.237200,41.533287,27.873468,97.586424,0.688192,1.490065,0.671112,0.913287
24,445.568000,26.143459,21.700067,135.109971,0.716573,1.204764,0.830038,0.907801
25,551.390400,29.642288,23.684139,115.586188,0.715492,1.251567,0.798998,0.895928
26,261.771200,20.142727,16.546788,120.555961,0.560689,1.217319,0.821477,0.828194
27,825.693200,46.092413,22.808639,133.886413,0.622191,2.020831,0.494846,0.881129
28,466.454000,26.669940,22.268805,144.511152,0.829136,1.197637,0.834978,0.912807
29,577.846000,30.178444,24.379534,137.671459,0.855346,1.237860,0.807846,0.931538
30,886.958800,47.205560,23.923263,68.332742,0.692176,1.973207,0.506789,0.900990
31,378.732800,23.701012,20.345865,127.495187,0.707686,1.164906,0.858439,0.873194
32,673.921600,30.758892,27.896441,108.714564,0.761044,1.102610,0.906939,0.909774
33,328.606400,22.847953,18.312129,118.935937,0.735545,1.247695,0.801478,0.882243
34,559.744800,28.532796,24.977896,151.335203,0.794479,1.142322,0.875410,0.912599
35,327.214000,22.167496,18.794265,121.515029,0.751920,1.179482,0.847830,0.896947
36,352.277200,22.886225,19.598394,127.019288,0.697839,1.167760,0.856340,0.875433
37,456.707200,25.070852,23.194173,46.765667,0.741263,1.080912,0.925145,0.904828
38,1776.702400,75.977124,29.774327,107.351338,0.523363,2.551766,0.391885,0.871287
39,401.011200,23.844255,21.413264,128.510571,0.707980,1.113527,0.898047,0.882083
40,199.113200,17.613336,14.393571,148.062500,0.639432,1.223695,0.817197,0.836257
41,2475.687200,71.386101,44.156255,161.727871,0.749548,1.616670,0.618555,0.947256
42,498.479200,27.752422,22.869479,155.122215,0.739768,1.213514,0.824053,0.897243
43,142.024800,14.359585,12.593094,129.429640,0.837866,1.140275,0.876982,0.883117
44,1663.918000,59.777161,35.441064,176.001920,0.603654,1.686664,0.592886,0.882570
45,1335.311600,51.815758,32.811862,27.357326,0.644405,1.579178,0.633241,0.925229
46,763.035200,34.161058,28.439593,49.027124,0.752861,1.201180,0.832515,0.920235
47,350.884800,23.076199,19.360225,121.075559,0.771119,1.191939,0.838969,0.906475
48,253.416800,19.343009,16.680977,129.182659,0.733467,1.159585,0.862378,0.881356
49,417.720000,24.473821,21.731695,101.104175,0.732499,1.126181,0.887957,0.895522
50,172.657600,16.187540,13.580475,119.166144,0.777438,1.191971,0.838946,0.855172
51,424.682000,27.462128,19.689731,11.882009,0.547880,1.394744,0.716978,0.890511
52,547.213200,30.188986,23.079062,137.327288,0.872034,1.308068,0.764486,0.921454
53,136.455200,14.031888,12.381809,133.533101,0.630827,1.133266,0.882405,0.816667
54,547.213200,28.794098,24.197094,124.457192,0.788230,1.189982,0.840349,0.912892
55,116.961600,14.120702,10.546227,136.229994,0.742748,1.338934,0.746863,0.811594
56,472.023600,28.037730,21.435370,138.248867,0.737869,1.308012,0.764519,0.875969
57,488.732400,25.439674,24.460747,57.441302,0.773842,1.040020,0.961520,0.904639
58,556.960000,31.336820,22.629721,143.169694,0.847522,1.384764,0.722145,0.932401
59,282.657200,21.553832,16.697278,146.164290,0.747287,1.290859,0.774678,0.882609
60,194.936000,17.635117,14.074203,134.402593,0.812698,1.253010,0.798078,0.886076
61,396.834000,24.588714,20.548644,166.490539,0.869369,1.196610,0.835694,0.923825
