 ,Area,Major,Minor,Angle,Circ.,AR,Round,Solidity
1,470.631200,25.822186,23.205868,142.653155,0.756881,1.112744,0.898679,0.894180
2,253.416800,18.036180,17.889613,117.980417,0.646077,1.008193,0.991874,0.846512
3,214.429600,18.306205,14.914082,97.258035,0.573626,1.227444,0.814701,0.857939
4,256.201600,19.667463,16.586075,107.719952,0.640502,1.185782,0.843326,0.857809
5,825.693200,37.479808,28.049910,163.779502,0.738259,1.336183,0.748401,0.921523
6,247.847200,19.175668,16.456734,152.430785,0.761889,1.165217,0.858209,0.874693
7,451.137600,27.819948,20.647279,4.208335,0.741848,1.347391,0.742175,0.916549
8,396.834000,24.197051,20.881253,129.135867,0.630009,1.158793,0.862967,0.875576
9,683.668400,35.048295,24.836404,16.115836,0.686392,1.411166,0.708634,0.902574
10,534.681600,32.452562,20.977627,94.753650,0.697865,1.547008,0.646409,0.906730
11,1308.856000,51.458535,32.385050,33.983476,0.703488,1.588960,0.629343,0.914397
12,204.682800,17.578433,14.825567,25.640511,0.651342,1.185684,0.843395,0.844828
13,302.150800,20.003083,19.232553,76.346562,0.789523,1.040064,0.961479,0.893004
14,208.860000,18.123623,14.673049,90.464917,0.508042,1.235164,0.809609,0.824176
15,1815.689600,57.909323,39.921168,168.448657,0.626534,1.450592,0.689374,0.907762
16,512.403200,26.692220,24.442029,131.026991,0.749135,1.092062,0.915699,0.903067
17,296.581200,21.129233,17.871871,101.214822,0.707742,1.182262,0.845836,0.874743
18,341.138000,21.405026,20.291981,79.108519,0.736178,1.054851,0.948001,0.890909
19,296.581200,20.854457,18.107348,75.515406,0.668963,1.151712,0.868272,0.878351
20,1480.121200,59.461179,31.693769,106.634442,0.658669,1.876116,0.533016,0.923545
21,423.289600,24.566149,21.938688,120.259702,0.824143,1.119764,0.893045,0.924012
22,381.517600,24.659920,19.698494,132.627644,0.853980,1.251868,0.798806,0.907285
23,278.480000,20.666822,17.156568,109.391867,0.715801,1.204601,0.830150,0.879121
24,517.972800,27.488050,23.992370,120.514524,0.778355,1.145700,0.872829,0.911765
25,705.946800,45.090457,19.934138,147.526169,0.545977,2.261972,0.442092,0.888694
26,356.454400,22.308933,20.343951,127.506243,0.783359,1.096588,0.911920,0.888889
27,247.847200,19.046640,16.568216,175.972886,0.702530,1.149589,0.869876,0.870416
28,760.250400,37.198502,26.022039,10.729410,0.692492,1.429500,0.699545,0.904722
29,1066.578400,51.903398,26.164179,121.541125,0.647532,1.983758,0.504094,0.898007
30,608.478800,39.682526,19.523436,53.895128,0.597331,2.032559,0.491991,0.875752
31,291.011600,20.352752,18.205277,130.101942,0.775805,1.117959,0.894487,0.885593
32,116.961600,12.431167,11.979578,104.179043,0.776500,1.037697,0.963673,0.888889
33,300.758400,20.349670,18.817872,88.191720,0.779435,1.081401,0.924726,0.898129
34,1381.260800,64.081021,27.444567,151.284712,0.603839,2.334926,0.428279,0.889686
35,441.390800,27.220031,20.646421,138.432105,0.838848,1.318390,0.758501,0.905714
