 ,Area,Major,Minor,Angle,Circ.,AR,Round,Solidity
1,602.909200,32.616193,23.535789,116.151119,0.505191,1.385813,0.721598,0.855731
2,591.770000,30.821498,24.446085,111.022667,0.635964,1.260795,0.793150,0.874486
3,373.163200,26.592871,17.866673,114.709523,0.669744,1.488406,0.671860,0.874388
4,554.175200,30.386455,23.220799,133.857151,0.593718,1.308588,0.764183,0.879558
5,831.262800,37.612633,28.139393,113.988472,0.684230,1.336654,0.748137,0.908676
6,420.504800,27.421118,19.525219,118.825301,0.639188,1.404395,0.712050,0.883041
7,756.073200,36.172266,26.613270,116.788285,0.677366,1.359182,0.735737,0.904246
8,659.997600,33.662241,24.963729,102.038955,0.664034,1.348446,0.741594,0.904580
9,774.174400,33.287262,29.612212,119.192747,0.601443,1.124106,0.889596,0.883241
10,627.972400,32.027198,24.965009,114.075909,0.683581,1.282884,0.779494,0.891304
11,731.010000,33.756184,27.572750,123.263493,0.677081,1.224259,0.816821,0.894378
12,732.402400,32.394431,28.786544,113.547028,0.678371,1.125332,0.888626,0.906897
13,275.695200,21.060400,16.667586,110.724522,0.590513,1.263554,0.791418,0.866521
14,1165.438800,48.772778,30.424405,146.754953,0.640304,1.603081,0.623799,0.915254
15,1282.400400,50.259683,32.487330,165.011483,0.703460,1.547055,0.646389,0.929364
16,662.782400,33.609794,25.108180,158.531027,0.636343,1.338599,0.747050,0.881481
17,343.922800,23.450335,18.673341,133.113696,0.671598,1.255819,0.796293,0.874336
18,288.226800,20.349126,18.034276,116.929413,0.680194,1.128358,0.886243,0.886510
19,1122.274400,42.659738,33.495849,158.525528,0.600022,1.273583,0.785186,0.902071
20,2892.014800,69.340806,53.103328,54.604585,0.625638,1.305771,0.765831,0.917200
21,912.022000,41.472624,27.999735,89.064127,0.678704,1.481179,0.675138,0.917367
22,984.426800,44.432028,28.209631,102.512984,0.666695,1.575066,0.634894,0.906992
23,364.808800,23.181734,20.036853,138.983134,0.644065,1.156955,0.864338,0.880672
24,1360.374800,45.686846,37.912072,177.629227,0.656501,1.205074,0.829825,0.920396
25,551.390400,27.076349,25.928609,70.816153,0.731701,1.044265,0.957611,0.904110
26,331.391200,22.549729,18.711550,112.842951,0.715145,1.205123,0.829790,0.889720
27,428.859200,25.035866,21.810330,114.278533,0.640428,1.147890,0.871163,0.880000
28,637.719200,31.060797,26.141290,113.722507,0.703210,1.188189,0.841617,0.902463
