 ,Area,Major,Minor,Angle,Circ.,AR,Round,Solidity
1,285.442000,19.664052,18.482256,131.315839,0.699889,1.063942,0.939901,0.881720
2,1289.362400,51.650875,31.783918,83.091001,0.646446,1.625063,0.615361,0.919107
3,1583.158800,52.848089,38.142162,4.212968,0.609270,1.385556,0.721732,0.902381
4,1267.084000,54.582395,29.557176,46.156030,0.632985,1.846671,0.541515,0.890847
5,258.986400,18.936503,17.413549,129.427879,0.671180,1.087458,0.919576,0.863109
6,355.062000,21.810183,20.727886,94.518472,0.696258,1.052215,0.950377,0.890052
7,1378.476000,48.274639,36.357189,96.581864,0.712200,1.327788,0.753132,0.926966
8,1886.702000,68.497369,35.070305,117.463717,0.601804,1.953144,0.511995,0.916469
9,480.378000,26.649259,22.951342,135.209632,0.681829,1.161120,0.861238,0.888031
10,359.239200,23.249933,19.673069,83.409879,0.629949,1.181815,0.846156,0.864322
11,94.683200,12.156564,9.916815,50.514588,0.726991,1.225854,0.815758,0.834356
12,543.036000,28.698473,24.092394,41.389185,0.704651,1.191184,0.839501,0.899654
13,174.050000,15.459995,14.334244,127.818428,0.617737,1.078536,0.927183,0.819672
14,458.099600,24.756458,23.560338,135.333316,0.651850,1.050768,0.951685,0.889189
15,123.923600,13.260651,11.898694,4.237828,0.511297,1.114463,0.897293,0.767241
16,2869.736400,69.288374,52.734126,37.163335,0.622910,1.313919,0.761082,0.905138
17,505.441200,25.859500,24.886317,22.699872,0.734414,1.039105,0.962367,0.895191
18,380.125200,22.968515,21.071908,91.312695,0.677594,1.090006,0.917426,0.892157
19,199.113200,16.886831,15.012811,104.609175,0.564392,1.124828,0.889025,0.846154
20,1137.590800,52.401615,27.640858,106.653873,0.563374,1.895803,0.527481,0.898790
21,473.416000,26.131843,23.066570,96.073958,0.778482,1.132888,0.882700,0.892388
22,435.821200,24.655531,22.506300,79.644104,0.670893,1.095495,0.912830,0.879213
23,257.594000,20.003762,16.395859,72.987194,0.631607,1.220050,0.819639,0.852535
24,527.719600,28.030391,23.970892,73.876888,0.744486,1.169351,0.855175,0.898104
25,540.251200,28.052913,24.520419,93.056604,0.673991,1.144063,0.874077,0.903376
26,506.833600,27.427562,23.528179,95.119587,0.780208,1.165732,0.857830,0.902107
27,973.287600,43.452863,28.518909,47.132454,0.629069,1.523651,0.656318,0.893862
28,501.264000,26.280347,24.285416,108.248730,0.748552,1.082145,0.924090,0.903388
29,441.390800,26.669112,21.072926,118.044511,0.761520,1.265563,0.790162,0.916185
30,26.455600,5.842565,5.765330,79.721977,0.745216,1.013396,0.986781,0.844444
31,1034.553200,47.193739,27.911203,171.259149,0.613768,1.690853,0.591417,0.908869
32,488.732400,29.180811,21.324747,49.524455,0.689484,1.368401,0.730780,0.890863
33,548.605600,28.570836,24.448229,30.301966,0.680525,1.168626,0.855706,0.895455
34,200.505600,16.304189,15.658041,170.720740,0.718532,1.041266,0.960369,0.852071
35,552.782800,27.667026,25.439124,70.132188,0.801157,1.087578,0.919474,0.921114
36,513.795600,26.769893,24.437336,149.954948,0.741977,1.095451,0.912866,0.892382
37,288.226800,20.204832,18.163069,104.635094,0.680194,1.112413,0.898947,0.855372
38,355.062000,22.514074,20.079839,134.204522,0.555034,1.121228,0.891879,0.867347
39,388.479600,29.140980,16.973609,22.194791,0.544741,1.716841,0.582465,0.849315
40,458.099600,25.564712,22.815455,7.243597,0.665626,1.120500,0.892459,0.872679
41,1577.589200,49.040568,40.958925,76.757047,0.596066,1.197311,0.835205,0.924144
42,306.328000,21.226697,18.374452,50.939853,0.500440,1.155229,0.865629,0.817844
43,300.758400,21.279666,17.995465,51.773009,0.567577,1.182502,0.845665,0.848723
44,3313.912000,91.366349,46.181158,150.992357,0.522625,1.978433,0.505450,0.859361
45,808.984400,36.103798,28.529712,94.664560,0.728286,1.265481,0.790214,0.916404
46,394.049200,25.645417,19.563692,41.491567,0.780587,1.310868,0.762853,0.901274
47,245.062400,18.929933,16.483056,6.877763,0.674681,1.148448,0.870740,0.852300
48,428.859200,24.799037,22.018616,155.030733,0.728058,1.126276,0.887882,0.882521
49,962.148400,38.092751,32.159541,133.439642,0.688943,1.184493,0.844243,0.910408
50,842.402000,44.880016,23.898823,1.112866,0.514323,1.877917,0.532505,0.866142
51,427.466800,24.426723,22.281648,165.277924,0.653882,1.096271,0.912183,0.872159
52,405.188400,25.032496,20.609287,76.336446,0.597595,1.214622,0.823301,0.879154
53,1250.375200,45.136546,35.271355,103.241782,0.760890,1.279694,0.781437,0.940314
54,343.922800,22.411973,19.538490,162.724328,0.649035,1.147068,0.871788,0.859130
55,512.403200,28.425989,22.951251,114.994568,0.538020,1.238538,0.807404,0.860819
56,469.238800,26.080391,22.908146,33.311053,0.796609,1.138477,0.878367,0.899866
57,208.860000,17.450976,15.238621,92.375408,0.599287,1.145181,0.873225,0.813008
58,551.390400,29.758315,23.591795,178.955275,0.656643,1.261384,0.792780,0.879023
59,200.505600,17.878157,14.279529,112.323830,0.688815,1.252013,0.798714,0.829971
60,426.074400,24.619642,22.035039,75.507140,0.680806,1.117295,0.895019,0.868085
61,504.048800,26.793533,23.952603,170.050312,0.721623,1.118606,0.893970,0.902743
62,183.796800,16.422535,14.249770,120.957494,0.590245,1.152477,0.867696,0.817337
63,412.150400,23.433170,22.394161,153.971745,0.788823,1.046396,0.955661,0.895613
64,722.655600,35.024028,26.270927,3.437796,0.753197,1.333186,0.750083,0.907343
65,392.656800,24.122868,20.724989,50.974940,0.688549,1.163951,0.859143,0.884013
66,268.733200,18.885287,18.117900,137.416899,0.629243,1.042355,0.959366,0.852097
67,116.961600,12.424270,11.986228,61.226927,0.690007,1.036546,0.964743,0.831683
68,568.099200,29.705130,24.350218,78.555429,0.663847,1.219912,0.819731,0.888889
69,324.429200,21.436435,19.269812,38.049728,0.574389,1.112436,0.898928,0.858195
70,306.328000,21.026143,18.549713,99.266361,0.736804,1.133502,0.882221,0.887097
71,701.769600,32.959450,27.109700,124.519808,0.611365,1.215781,0.822517,0.886544
72,284.049600,19.982501,18.098995,108.907278,0.597573,1.104067,0.905742,0.855346
73,488.732400,27.731750,22.439024,92.654207,0.646975,1.235871,0.809146,0.890863
74,497.086800,26.333166,24.034731,94.191150,0.737702,1.095630,0.912717,0.895859
75,296.581200,20.066361,18.818505,88.105540,0.686836,1.066310,0.937814,0.881988
76,534.681600,28.063372,24.258588,78.166021,0.676326,1.156843,0.864422,0.895105
77,148.986800,14.301592,13.263970,21.258664,0.637075,1.078229,0.927447,0.819923
78,258.986400,18.649508,17.681524,39.153974,0.796131,1.054746,0.948096,0.898551
79,661.390000,30.388015,27.711843,102.828106,0.777146,1.096571,0.911933,0.921435
80,380.125200,22.726000,21.296772,43.902346,0.705354,1.067110,0.937110,0.873600
81,109.999600,13.198087,10.611829,109.637005,0.764237,1.243715,0.804043,0.844920
82,686.453200,34.582514,25.273448,5.856720,0.708060,1.368334,0.730816,0.915506
83,480.378000,26.706618,22.902048,138.414440,0.772556,1.166124,0.857542,0.907895
84,1099.996000,40.778041,34.345897,18.357201,0.576395,1.187275,0.842265,0.902342
85,1389.615200,59.772060,29.601005,47.235983,0.592560,2.019258,0.495231,0.889880
86,548.605600,28.658364,24.373560,61.909658,0.785413,1.175797,0.850487,0.899543
87,832.655200,40.647250,26.082195,166.961037,0.580451,1.558429,0.641672,0.899925
88,799.237600,43.286979,23.508707,66.275997,0.616979,1.841317,0.543090,0.894081
89,505.441200,27.230050,23.633733,87.826754,0.670726,1.152169,0.867928,0.881068
90,185.189200,16.162879,14.588380,89.515346,0.679412,1.107928,0.902585,0.823529
91,451.137600,26.900253,21.353191,149.351396,0.709746,1.259777,0.793791,0.881633
92,256.201600,20.076760,16.247941,40.704601,0.525607,1.235650,0.809291,0.832579
93,261.771200,19.203413,17.356157,77.917691,0.585942,1.106432,0.903806,0.831858
94,413.542800,24.739776,21.283097,124.075202,0.772731,1.162414,0.860278,0.895928
95,551.390400,26.971991,26.028930,156.042977,0.665570,1.036231,0.965036,0.883929
96,788.098400,36.204003,27.716218,166.833292,0.729958,1.306239,0.765557,0.915858
97,446.960400,24.907957,22.847625,143.702817,0.725443,1.090177,0.917282,0.892907
98,604.301600,29.664161,25.937720,122.062198,0.662800,1.143669,0.874379,0.891170
99,455.314800,24.888582,23.292802,32.929820,0.584006,1.068510,0.935883,0.882591
100,629.364800,30.152625,26.575867,48.954301,0.729728,1.134587,0.881378,0.909457
101,647.466000,34.795679,23.692002,87.279443,0.678363,1.468668,0.680889,0.909091
102,363.416400,22.880489,20.223175,65.177206,0.756593,1.131399,0.883861,0.886248
103,743.541600,37.712927,25.102973,131.444440,0.696936,1.502329,0.665633,0.891486
104,309.112800,20.358994,19.331733,69.224714,0.679319,1.053139,0.949543,0.874016
105,1080.502400,44.978177,30.586797,160.580146,0.720125,1.470510,0.680036,0.919431
106,909.237200,45.321401,25.543711,2.788599,0.586672,1.774269,0.563613,0.883627
107,463.669200,25.353763,23.284984,16.000752,0.689886,1.088846,0.918403,0.891566
108,349.492400,21.520477,20.677402,149.947028,0.642177,1.040773,0.960825,0.867012
109,527.719600,28.076469,23.931552,53.066551,0.822756,1.173199,0.852370,0.917676
110,981.642000,48.559989,25.738585,5.955070,0.594985,1.886661,0.530037,0.900383
111,903.667600,39.422966,29.185661,67.344728,0.702044,1.350765,0.740321,0.914085
112,1780.879600,62.424952,36.323397,128.728406,0.547862,1.718588,0.581873,0.865651
113,293.796400,20.152065,18.562524,95.722622,0.657627,1.085632,0.921123,0.864754
114,153.164000,14.660653,13.301895,135.781496,0.595389,1.102148,0.907319,0.800000
115,1285.185200,54.272872,30.150397,142.234882,0.613665,1.800072,0.555533,0.904459
116,552.782800,28.776712,24.458142,6.741319,0.653142,1.176570,0.849928,0.887151
117,271.518000,20.277384,17.048918,25.405588,0.603141,1.189365,0.840785,0.860927
118,158.733600,15.111610,13.374213,96.897247,0.654920,1.129906,0.885029,0.838235
119,268.733200,19.310635,17.718824,44.140552,0.528537,1.089837,0.917568,0.828326
120,1225.312000,49.978435,31.215777,172.894106,0.700086,1.601063,0.624585,0.916189
121,590.377600,29.099511,25.831778,12.223068,0.766082,1.126500,0.887705,0.913793
122,231.138400,19.527318,15.070915,108.751336,0.756056,1.295696,0.771786,0.894879
123,218.606800,17.068136,16.307511,87.917927,0.758161,1.046643,0.955436,0.830688
124,342.530400,22.800252,19.128001,123.035013,0.823881,1.191983,0.838938,0.904412
125,360.631600,22.176392,20.705371,64.171237,0.608176,1.071045,0.933667,0.877966
126,367.593600,22.130205,21.149136,66.494588,0.625774,1.046388,0.955668,0.857143
127,701.769600,31.511895,28.355032,63.909048,0.788207,1.111333,0.899820,0.914701
128,314.682400,20.885636,19.183810,95.021690,0.539289,1.088712,0.918517,0.833948
129,247.847200,19.016019,16.594896,92.965125,0.748423,1.145896,0.872680,0.870416
130,584.808000,30.279726,24.590733,58.863667,0.541665,1.231347,0.812119,0.870466
131,465.061600,24.624510,24.046562,93.098977,0.754823,1.024035,0.976530,0.902703
132,302.150800,20.999466,18.320006,129.610821,0.613509,1.146259,0.872403,0.875000
133,718.478400,36.067205,25.363626,28.776912,0.628916,1.422005,0.703232,0.898172
134,484.555200,28.164048,21.905759,112.953718,0.693715,1.285692,0.777792,0.891165
135,377.340400,23.142494,20.760282,154.386132,0.766180,1.114749,0.897063,0.874194
136,392.656800,23.253127,21.500169,100.948796,0.641473,1.081532,0.924614,0.873065
137,321.644400,22.539492,18.169458,167.757444,0.706859,1.240515,0.806117,0.881679
138,346.707600,22.432328,19.678824,95.980160,0.612108,1.139922,0.877253,0.861592
139,554.175200,26.769022,26.358743,160.228259,0.770481,1.015565,0.984673,0.903519
140,640.504000,30.648765,26.608414,0.749032,0.684706,1.151845,0.868172,0.901077
141,834.047600,41.497191,25.590705,17.822326,0.552212,1.621573,0.616685,0.880235
142,335.568400,20.900069,20.442944,166.209845,0.751128,1.022361,0.978128,0.876364
143,526.327200,28.927730,23.166028,160.394778,0.706735,1.248713,0.800824,0.914148
144,1204.426000,47.296091,32.423881,26.565933,0.720204,1.458681,0.685551,0.911966
145,348.100000,21.900054,20.238063,124.192568,0.812448,1.082122,0.924110,0.902527
146,1534.424800,54.506802,35.843056,61.958952,0.609009,1.520707,0.657589,0.904391
147,137.847600,13.952731,12.579116,157.224478,0.799139,1.109198,0.901552,0.868421
148,357.846800,21.909950,20.795332,170.873458,0.713996,1.053599,0.949127,0.865320
149,247.847200,18.444849,17.108779,69.213090,0.565154,1.078093,0.927564,0.837647
150,178.227200,16.477992,13.771454,87.672875,0.692817,1.196532,0.835748,0.833876
151,1789.234000,64.283736,35.438567,88.371312,0.612956,1.813948,0.551284,0.909413
152,623.795200,30.941124,25.669420,82.793646,0.687856,1.205369,0.829621,0.913354
153,533.289200,26.899115,25.242649,78.446999,0.730778,1.065622,0.938419,0.902238
154,690.630400,32.011564,27.469384,112.555077,0.666412,1.165354,0.858108,0.907594
155,530.504400,28.118897,24.021539,52.923287,0.682759,1.170570,0.854285,0.896471
156,210.252400,16.735205,15.996319,107.434701,0.603282,1.046191,0.955848,0.803191
157,630.757200,29.537779,27.189079,166.828947,0.776173,1.086384,0.920485,0.915152
158,364.808800,22.828333,20.347040,112.546176,0.715371,1.121949,0.891306,0.901893
159,428.859200,24.151665,22.608813,130.336608,0.711792,1.068241,0.936118,0.905882
160,467.846400,25.684312,23.192388,34.799490,0.752402,1.107446,0.902979,0.896000
161,655.820400,32.929113,25.358001,39.851405,0.727065,1.298569,0.770078,0.909266
162,625.187600,30.345289,26.231867,175.834274,0.629011,1.156810,0.864446,0.888229
163,442.783200,25.244418,22.332425,99.204586,0.606755,1.130393,0.884648,0.893258
164,93.290800,11.848042,10.025414,132.427116,0.660671,1.181801,0.846166,0.757062
165,1197.464000,51.593859,29.551162,66.075770,0.675244,1.745916,0.572765,0.917333
166,551.390400,27.855438,25.203411,17.945869,0.619306,1.105225,0.904793,0.887892
167,362.024000,23.377982,19.716983,112.599174,0.676465,1.185677,0.843400,0.885860
168,306.328000,20.647401,18.889977,85.748653,0.668130,1.093035,0.914884,0.876494
169,472.023600,28.414714,21.150983,74.140405,0.715631,1.343423,0.744367,0.890933
170,1310.248400,47.892451,34.833466,112.982248,0.662692,1.374898,0.727327,0.918497
171,377.340400,23.051204,20.842500,97.831094,0.681900,1.105971,0.904183,0.885621
172,435.821200,25.460092,21.795081,37.573634,0.666661,1.168158,0.856049,0.879213
173,242.277600,18.091736,17.050736,39.464231,0.594052,1.061053,0.942460,0.846715
174,781.136400,34.518517,28.812760,38.104938,0.675942,1.198029,0.834704,0.909976
175,600.124400,30.504704,25.048665,115.849313,0.600713,1.217818,0.821141,0.885920
176,540.251200,27.342747,25.157282,85.750329,0.639806,1.086872,0.920072,0.877828
177,277.087600,19.404923,18.180897,104.535460,0.692717,1.067325,0.936922,0.874725
178,508.226000,27.440305,23.581861,102.302337,0.706597,1.163619,0.859388,0.915935
