wl(nm)	eps1	              eps2
367	-1.38458535815618	5.60891523626523
368	-1.40241317267696	5.60924150377356
369	-1.42031293937437	5.60977910506078
370	-1.43816875572248	5.61055612684513
371	-1.45587097855261	5.6115962515209
372	-1.47330996469607	5.61292316148239
373	-1.4903760709842	5.61456053912389
374	-1.5069596542483	5.61653206683969
375	-1.52295107131971	5.61886142702407
376	-1.53824067902974	5.62157230207132
377	-1.55271883420972	5.62468837437575
378	-1.56627589369096	5.62823332633163
379	-1.5788022143048	5.63223084033326
380	-1.59018815288254	5.63670459877492
381	-1.60032406625551	5.64167828405091
382	-1.60910519826611	5.64717320209582
383	-1.6165391940113	5.65315600027109
384	-1.62274609984263	5.659538667365
385	-1.62785084912274	5.66623081570614
386	-1.63197837521424	5.6731420576231
387	-1.63525361147975	5.68018200544448
388	-1.6378014912819	5.68726027149885
389	-1.63974694798331	5.6942864681148
390	-1.64121491494661	5.70117020762092
391	-1.64233032553441	5.70782110234581
392	-1.64321811310934	5.71414876461804
393	-1.64400321103403	5.72006280676621
394	-1.64481055267109	5.7254728411189
395	-1.64576507138314	5.73028848000471
396	-1.64699170053282	5.73441933575221
397	-1.64861537348274	5.73777502069
398	-1.65075369675213	5.74027116135719
399	-1.65341464557397	5.74191337470219
400	-1.65652180079996	5.74277655246869
401	-1.65999657236524	5.74293736838868
402	-1.66376037020496	5.74247249619416
403	-1.66773460425427	5.74145860961713
404	-1.67184068444832	5.73997238238957
405	-1.67600002072224	5.73809048824348
406	-1.68013402301119	5.73588960091086
407	-1.68416410125031	5.7334463941237
408	-1.68801166537475	5.73083754161399
409	-1.69159812531965	5.72813971711372
410	-1.69484489102016	5.7254295943549
411	-1.69767337241143	5.72278384706952
412	-1.7000049794286	5.72027914898956
413	-1.70176112200683	5.71799217384703
414	-1.70287234752831	5.71598984222737
415	-1.70336353486238	5.71423838698446
416	-1.70331521339416	5.7126446406132
417	-1.70280863178307	5.71111466786806
418	-1.7019250386885	5.70955453350354
419	-1.70074568276985	5.70787030227411
420	-1.69935181268653	5.70596803893427
421	-1.69782467709794	5.70375380823851
422	-1.69624552466347	5.70113367494129
423	-1.69469560404253	5.69801370379713
424	-1.69325616389452	5.69429995956049
425	-1.69200845287884	5.68989850698586
426	-1.69103371965489	5.68471541082773
427	-1.69041321288208	5.67865673584059
428	-1.6902281812198	5.67162854677892
429	-1.69055987332745	5.66353690839721
430	-1.69148953786444	5.65428788544994
431	-1.69309502659567	5.64379123288341
432	-1.69537606271269	5.63204158005558
433	-1.69825424083365	5.61911843073604
434	-1.70164775868224	5.60510497888621
435	-1.70547481398213	5.59008441846751
436	-1.70965360445699	5.57413994344136
437	-1.7141023278305	5.55735474776917
438	-1.71873918182633	5.53981202541236
439	-1.72348236416816	5.52159497033234
440	-1.72825007257966	5.50278677649054
441	-1.73296050478451	5.48347063784836
442	-1.73753185850638	5.46372974836723
443	-1.74188233146895	5.44364730200855
444	-1.74593012139589	5.42330649273376
445	-1.74959342601087	5.40279051450426
446	-1.75279044303758	5.38218256128146
447	-1.75543937019968	5.3615658270268
448	-1.75745840522085	5.34102350570168
449	-1.75876574582476	5.32063879126751
450	-1.7592795897351	5.30049487768572
451	-1.75891816665882	5.28067493125919
452	-1.75764214814101	5.26122541541753
453	-1.75553831587566	5.2420837359948
454	-1.75271676738189	5.22316713575451
455	-1.74928760017887	5.20439285746016
456	-1.74536091178571	5.18567814387528
457	-1.74104679972156	5.16694023776337
458	-1.73645536150557	5.14809638188793
459	-1.73169669465687	5.12906381901249
460	-1.7268808966946	5.10975979190055
461	-1.7221180651379	5.09010154331562
462	-1.71751829750591	5.07000631602121
463	-1.71319169131776	5.04939135278084
464	-1.70924834409261	5.02817389635801
465	-1.70579835334958	5.00627118951623
466	-1.70295181660782	4.98360047501901
467	-1.70081883138646	4.96007899562987
468	-1.69950949520465	4.93562399411232
469	-1.69913390558153	4.91015271322986
470	-1.69980216003623	4.88358239574601
471	-1.7016243560879	4.85583028442428
472	-1.70470825395824	4.82681756117411
473	-1.70912664097424	4.79652434919973
474	-1.71492538225922	4.76497614483081
475	-1.72214965040396	4.73219961155135
476	-1.73084461799921	4.69822141284539
477	-1.74105545763574	4.66306821219692
478	-1.75282734190432	4.62676667308997
479	-1.76620544339572	4.58934345900856
480	-1.7812349347007	4.55082523343668
481	-1.79796098841002	4.51123865985837
482	-1.81642877711446	4.47061040175764
483	-1.83668347340478	4.4289671226185
484	-1.85877024987174	4.38633548592496
485	-1.88273427910611	4.34274215516105
486	-1.90862073369866	4.29821379381078
487	-1.93647478624016	4.25277706535815
488	-1.96634160932136	4.2064586332872
489	-1.99826637553304	4.15928516108193
490	-2.03229425746596	4.11128331222635
491	-2.06847042771089	4.06247975020449
492	-2.10684005885859	4.01290113850036
493	-2.14744832349983	3.96257414059797
494	-2.19034039422537	3.91152541998134
495	-2.23556144362599	3.85978164013448
496	-2.28315661752235	3.80736947840176
497	-2.33313553782203	3.75433400480502
498	-2.38540227195679	3.70077494070553
499	-2.4398413719608	3.64680211165585
500	-2.4963373898682	3.59252534320858
501	-2.55477487771315	3.53805446091628
502	-2.61503838752978	3.48349929033153
503	-2.67701247135227	3.42896965700692
504	-2.74058168121474	3.37457538649503
505	-2.80563056915136	3.32042630434843
506	-2.87204368719628	3.26663223611971
507	-2.93970558738364	3.21330300736143
508	-3.0085008217476	3.16054844362619
509	-3.0783139423223	3.10847837046656
510	-3.1490295011419	3.05720261343511
511	-3.22053205024055	3.00683099808444
512	-3.29270614165239	2.95747334996712
513	-3.36543632741158	2.90923949463572
514	-3.43860715955226	2.86223925764283
515	-3.5121031901086	2.81658246454102
516	-3.58580897111473	2.77237894088288
517	-3.65960905460482	2.72973851222099
518	-3.733387992613	2.68877100410791
519	-3.80703033717343	2.64958624209625
520	-3.88042064032026	2.61229405173856
521	-3.95344347610085	2.57700422519633
522	-4.02601263009233	2.54378224464598
523	-4.09812868595917	2.51256193117034
524	-4.16980827499596	2.48325276374291
525	-4.24106802849733	2.45576422133715
526	-4.31192457775787	2.43000578292657
527	-4.3823945540722	2.40588692748464
528	-4.45249458873491	2.38331713398485
529	-4.52224131304063	2.36220588140068
530	-4.59165135828395	2.34246264870562
531	-4.66074135575949	2.32399691487316
532	-4.72952793676185	2.30671815887677
533	-4.79802773258564	2.29053585968994
534	-4.86625737452546	2.27535949628616
535	-4.93423349387593	2.26109854763891
536	-5.00197272193165	2.24766249272167
537	-5.06949168998723	2.23496081050794
538	-5.13680702933728	2.22290297997119
539	-5.2039353712764	2.21139848008491
540	-5.2708933470992	2.20035678982258
541	-5.3376975881003	2.1896873881577
542	-5.40436472557429	2.17929975406374
543	-5.47091139081578	2.16910336651418
544	-5.53735421511939	2.15900770448252
545	-5.60370982977972	2.14892224694224
546	-5.66999486609138	2.13875647286682
547	-5.73622595534897	2.12841986122974
548	-5.8024197288471	2.1178218910045
549	-5.86859274230454	2.10687325390802
550	-5.93475861342898	2.09553178705887
551	-6.00092714334785	2.08381657111985
552	-6.06710787812009	2.07175077976289
553	-6.13331036380463	2.05935758665995
554	-6.19954414646041	2.04666016548295
555	-6.26581877214637	2.03368168990385
556	-6.33214378692145	2.02044533359458
557	-6.39852873684459	2.00697427022709
558	-6.46498316797472	1.99329167347332
559	-6.53151662637077	1.97942071700521
560	-6.5981386580917	1.9653845744947
561	-6.66485880919644	1.95120641961373
562	-6.73168662574392	1.93690942603425
563	-6.79863165379309	1.9225167674282
564	-6.86570343940288	1.90805161746751
565	-6.93291152863223	1.89353714982414
566	-7.00026546754007	1.87899653817002
567	-7.06777480218535	1.8644529561771
568	-7.135449078627	1.84992957751731
569	-7.20329784292397	1.83544957586261
570	-7.27133064113518	1.82103612488492
571	-7.33955701931959	1.80671239825619
572	-7.40798652353611	1.79250156964837
573	-7.4766286998437	1.7784268127334
574	-7.54549309430129	1.76451130118321
575	-7.61458925296782	1.75077820866976
576	-7.68392672190223	1.73725070886497
577	-7.75351504716345	1.7239519754408
578	-7.82336377481043	1.71090518206918
579	-7.89348245090209	1.69813350242206
580	-7.96388062149739	1.68566011017138
581	-8.03456783265525	1.67350817898909
582	-8.10555363043462	1.66170088254711
583	-8.17684454393891	1.65025671293385
584	-8.24843078422547	1.63916884058624
585	-8.32029707058212	1.62842191404633
586	-8.39242811815821	1.61800057543423
587	-8.46480864210308	1.60788946687008
588	-8.53742335756608	1.59807323047401
589	-8.61025697969655	1.58853650836613
590	-8.68329422364384	1.57926394266657
591	-8.7565198045573	1.57024017549545
592	-8.82991843758627	1.56144984897291
593	-8.90347483788009	1.55287760521906
594	-8.97717372058811	1.54450808635404
595	-9.05099980085967	1.53632593449795
596	-9.12493779384413	1.52831579177094
597	-9.19897241469082	1.52046230029313
598	-9.2730883785491	1.51275010218464
599	-9.3472704005683	1.50516383956559
600	-9.42150319589777	1.49768815455611
601	-9.49577147968686	1.49030768927633
602	-9.57005996708491	1.48300708584637
603	-9.64435337324126	1.47577098638635
604	-9.71863641330527	1.46858403301641
605	-9.79289380242628	1.46143086785666
606	-9.86711025575363	1.45429613302723
607	-9.94127048843667	1.44716447064824
608	-10.0153592156247	1.44002052283983
609	-10.0893611524672	1.43284893172211
610	-10.1632610141134	1.42563433941521
611	-10.2370435157126	1.41836138803925
612	-10.3106933724143	1.41101471971437
613	-10.3841952993677	1.40357897656068
614	-10.4575340117222	1.39603880069831
615	-10.5306942246272	1.38837883424739
616	-10.603660653232	1.38058371932803
617	-10.6764180417083	1.37263813401623
618	-10.7489572869811	1.36453437903095
619	-10.8212830135801	1.35628176221439
620	-10.8934017034698	1.34789189258396
621	-10.9653198386151	1.3393763791571
622	-11.0370439009805	1.33074683095125
623	-11.1085803725306	1.32201485698383
624	-11.1799357352301	1.31319206627227
625	-11.2511164710437	1.30429006783401
626	-11.3221290619359	1.29532047068647
627	-11.3929799898715	1.28629488384708
628	-11.463675736815	1.27722491633328
629	-11.5342227847311	1.26812217716249
630	-11.6046276155844	1.25899827535215
631	-11.6748967113396	1.24986481991968
632	-11.7450365539614	1.24073341988252
633	-11.8150536254143	1.23161568425809
634	-11.884954407663	1.22252322206383
635	-11.9547453826722	1.21346764231716
636	-12.0244330324064	1.20446055403552
637	-12.0940238388304	1.19551356623634
638	-12.1635242839087	1.18663828793705
639	-12.2329408496061	1.17784632815507
640	-12.3022800178871	1.16914929590784
641	-12.3715482707164	1.16055880021279
642	-12.4407520900586	1.15208645008735
643	-12.5098979578785	1.14374385454895
644	-12.5789923561405	1.13554262261502
645	-12.6480417668094	1.12749436330298
646	-12.7170526718498	1.11961068563028
647	-12.7860315532263	1.11190319861434
648	-12.8549848929036	1.10438351127258
649	-12.9239191728463	1.09706323262245
650	-12.9928408750191	1.08995397168137
651	-13.0617564813866	1.08306733746677
652	-13.1306724739135	1.07641493899609
653	-13.1995953345643	1.07000838528674
654	-13.2685315453038	1.06385928535617
655	-13.3374875880965	1.0579792482218
656	-13.4064699449072	1.05237988290106
657	-13.4754850977004	1.04707279841139
658	-13.5445395284408	1.04206960377021
659	-13.613639719093	1.03738190799496
660	-13.6827920186059	1.03302092844664
661	-13.751999716564	1.02898887438872
662	-13.8212630431879	1.02527894698706
663	-13.8905820956822	1.02188395575116
664	-13.9599569712515	1.01879671019046
665	-14.0293877671004	1.01601001981445
666	-14.0988745804336	1.01351669413259
667	-14.1684175084558	1.01130954265436
668	-14.2380166483714	1.00938137488922
669	-14.3076720973853	1.00772500034664
670	-14.3773839527019	1.0063332285361
671	-14.447152311526	1.00519886896705
672	-14.5169772710622	1.00431473114899
673	-14.586858928515	1.00367362459136
674	-14.6567973810892	1.00326835880364
675	-14.7267927259894	1.00309174329531
676	-14.7968450604202	1.00313658757583
677	-14.8669544815862	1.00339570115467
678	-14.9371210866921	1.0038618935413
679	-15.0073449729425	1.00452797424519
680	-15.077626237542	1.00538675277581
681	-15.1479649776953	1.00643103864263
682	-15.218361290607	1.00765364135513
683	-15.2888152734818	1.00904737042276
684	-15.3593270235242	1.01060503535501
685	-15.4298966379389	1.01231944566133
686	-15.5005242139305	1.0141834108512
687	-15.5712098487037	1.0161897404341
688	-15.6419536394631	1.01833124391948
689	-15.7127556834133	1.02060073081682
690	-15.783616077759	1.02299101063559
691	-15.8545349197048	1.02549489288526
692	-15.9255123064553	1.02810518707529
693	-15.9965483352152	1.03081470271517
694	-16.0676431031891	1.03361624931435
695	-16.1387967075816	1.03650263638231
696	-16.2100092455973	1.03946667342852
697	-16.281280814441	1.04250116996245
698	-16.3526115113171	1.04559893549356
699	-16.4240014334305	1.04875277953133
700	-16.4954506779856	1.05195551158523
701	-16.5669593421871	1.05519994116473
702	-16.6385275232397	1.05847887777929
703	-16.710155318348	1.06178513093838
704	-16.7818428247166	1.06511151015149
705	-16.8535901540805	1.06845099358501
706	-16.9253977523718	1.07180043851505
707	-16.9972663997197	1.07516058132742
708	-17.0691968907838	1.07853232706484
709	-17.1411900202237	1.08191658077005
710	-17.2132465826991	1.0853142474858
711	-17.2853673728694	1.08872623225482
712	-17.3575531853943	1.09215344011986
713	-17.4298048149333	1.09559677612363
714	-17.5021230561461	1.0990571453089
715	-17.5745087036922	1.10253545271839
716	-17.6469625522312	1.10603260339485
717	-17.7194853964227	1.10954950238101
718	-17.7920780309263	1.11308705471961
719	-17.8647412504015	1.11664616545338
720	-17.937475849508	1.12022773962508
721	-18.0102826229053	1.12383268227743
722	-18.083162365253	1.12746189845318
723	-18.1561158712107	1.13111629319505
724	-18.229143935438	1.1347967715458
725	-18.3022473525944	1.13850423854816
726	-18.3754269173396	1.14223959924486
727	-18.4486834243331	1.14600375867865
728	-18.5220176682346	1.14979762189227
729	-18.5954304437035	1.15362209392845
730	-18.6689225453995	1.15747807982993
731	-18.7424947679822	1.16136648463944
732	-18.8161479061111	1.16528821339974
733	-18.8898827544459	1.16924417115355
734	-18.9637001076461	1.17323526294362
735	-19.0376007603713	1.17726239381268
736	-19.1115855072811	1.18132646880347
737	-19.185655143035	1.18542839295873
738	-19.2598104622928	1.1895690713212
739	-19.3340522597138	1.19374940893362
740	-19.4083813299578	1.19797031083872
741	-19.4827984676843	1.20223268207924
742	-19.5573044675529	1.20653742769793
743	-19.6319001242231	1.21088545273752
744	-19.7065862323546	1.21527766224074
745	-19.781363586607	1.21971496125034
746	-19.8562329816398	1.22419825480906
747	-19.9311952121126	1.22872844795963
748	-20.006251072685	1.23330644574479
749	-20.0814013580166	1.23793315320728
750	-20.156646862767	1.24260947538984
751	-20.2319883815957	1.24733631733521
752	-20.3074267091624	1.25211458408612
753	-20.3829626401265	1.25694518068532
754	-20.4585969691478	1.26182901217554
755	-20.5343304908858	1.26676698359952
756	-20.610164	1.27176
757	-20.6860983309977	1.27680848713811
758	-20.7621344777762	1.28191095364853
759	-20.8382734740806	1.28706542888436
760	-20.9145163536559	1.29226994219867
761	-20.9908641502472	1.29752252294455
762	-21.0673178975993	1.30282120047507
763	-21.1438786294575	1.30816400414332
764	-21.2205473795665	1.31354896330238
765	-21.2973251816716	1.31897410730534
766	-21.3742130695176	1.32443746550527
767	-21.4512120768497	1.32993706725525
768	-21.5283232374128	1.33547094190837
769	-21.6055475849519	1.34103711881772
770	-21.682886153212	1.34663362733636
771	-21.7603399759382	1.35225849681739
772	-21.8379100868755	1.35790975661389
773	-21.9155975197689	1.36358543607893
774	-21.9934033083635	1.3692835645656
775	-22.0713284864041	1.37500217142698
776	-22.1493740876359	1.38073928601616
777	-22.2275411458038	1.38649293768621
778	-22.3058306946529	1.39226115579022
779	-22.3842437679282	1.39804196968127
780	-22.4627813993747	1.40383340871244
781	-22.5414446227374	1.40963350223681
782	-22.6202344717613	1.41544027960746
783	-22.6991519801915	1.42125177017749
784	-22.778198181773	1.42706600329996
785	-22.8573741102507	1.43288100832796
786	-22.9366807993697	1.43869481461457
787	-23.016119282875	1.44450545151288
788	-23.0956905945116	1.45031094837596
789	-23.1753957680246	1.4561093345569
790	-23.2552358371589	1.46189863940879
791	-23.3352118356596	1.46767689228469
792	-23.4153247972717	1.4734421225377
793	-23.4955757557401	1.47919235952089
794	-23.57596574481	1.48492563258735
795	-23.6564957982263	1.49063997109016
796	-23.737166949734	1.4963334043824
797	-23.8179802330782	1.50200396181715
798	-23.8989366820039	1.5076496727475
799	-23.980037330256	1.51326856652652
800	-24.0612832115796	1.5188586725073
801	-24.1426753597198	1.52441802004293
802	-24.2242148084215	1.52994463848647
803	-24.3059025914297	1.53543655719102
804	-24.3877397424895	1.54089180550966
805	-24.4697272953459	1.54630841279547
806	-24.5518662837438	1.55168440840152
807	-24.6341577414284	1.55701782168091
808	-24.7166027021446	1.56230668198671
809	-24.7992021996374	1.56754901867201
810	-24.8819572676518	1.57274286108988
811	-24.964868939933	1.57788623859341
812	-25.0479382502258	1.58297718053569
813	-25.1311662322753	1.58801371626979
814	-25.2145539198265	1.59299387514879
815	-25.2981023466244	1.59791568652578
816	-25.3818125464141	1.60277717975384
817	-25.4656855529405	1.60757638418605
818	-25.5497223999487	1.61231132917549
819	-25.6339241211837	1.61698004407525
820	-25.7182917503904	1.6215805582384
821	-25.802826321314	1.62611090101804
822	-25.8875283458854	1.63056967363239
823	-25.9723955136585	1.63495857039207
824	-26.0574245643281	1.63928032657485
825	-26.1426122368734	1.64353767824297
826	-26.2279552702734	1.64773336145864
827	-26.3134504035073	1.65187011228411
828	-26.399094375554	1.65595066678159
829	-26.4848839253928	1.65997776101332
830	-26.5708157920025	1.66395413104152
831	-26.6568867143624	1.66788251292842
832	-26.7430934314516	1.67176564273626
833	-26.8294326822489	1.67560625652726
834	-26.9159012057337	1.67940709036365
835	-27.0024957408849	1.68317088030765
836	-27.0892130266816	1.68690036242151
837	-27.176049802103	1.69059827276744
838	-27.263002806128	1.69426734740767
839	-27.3500687777357	1.69791032240443
840	-27.4372444559053	1.70152993381996
841	-27.5245265796159	1.70512891771648
842	-27.6119118878464	1.70871001015621
843	-27.6993971195759	1.71227594720139
844	-27.7869790137837	1.71582946491425
845	-27.8746543094486	1.71937329935702
846	-27.9624197455499	1.72291018659191
847	-28.0502720610666	1.72644286268117
848	-28.1382079949777	1.72997406368702
849	-28.2262242862624	1.73350652567169
850	-28.3143176738996	1.7370429846974
851	-28.4024848968686	1.7405861768264
852	-28.4907226941484	1.74413883812089
853	-28.579027804718	1.74770370464313
854	-28.6673969675566	1.75128351245532
855	-28.7558269216432	1.75488099761971
856	-28.8443144059568	1.75849889619851
857	-28.9328561594767	1.76213994425396
858	-29.0214489211818	1.7658068778483
859	-29.1100894300512	1.76950243304373
860	-29.198774425064	1.7732293459025
861	-29.2875006451993	1.77699035248684
862	-29.3762648294362	1.78078818885896
863	-29.4650637167537	1.78462559108111
864	-29.553894046131	1.7885052952155
865	-29.642752556547	1.79243003732438
866	-29.731635986981	1.79640255346996
867	-29.8205410764118	1.80042557971447
868	-29.9094645638188	1.80450185212015
869	-29.9984031881808	1.80863410674922
870	-30.087353688477	1.81282507966391
871	-30.1763128036865	1.81707750692645
872	-30.2652772727884	1.82139412459907
873	-30.3542438347617	1.82577766874399
874	-30.4432092285855	1.83023087542345
875	-30.5321701932388	1.83475648069968
876	-30.6211234677009	1.8393572206349
877	-30.7100657909506	1.84403583129134
878	-30.7989939019673	1.84879504873123
879	-30.8879045397298	1.8536376090168
880	-30.9767944432172	1.85856624821027
881	-31.0656603514088	1.86358370237389
882	-31.1544990032835	1.86869270756986
883	-31.2433071378204	1.87389599986043
884	-31.3320814939985	1.87919631530783
885	-31.4208188107971	1.88459638997427
886	-31.5095158271951	1.89009895992199
887	-31.5981692821716	1.89570676121322
888	-31.6867759147058	1.90142252991019
889	-31.7753324637766	1.90724900207512
890	-31.8638356683632	1.91318891377025
891	-31.9522822674447	1.9192450010578
892	-32.040669	1.92542
893	-32.1289936260603	1.93171590826747
894	-32.2172579898643	1.93813176996438
895	-32.3054649567027	1.9446658908033
896	-32.3936173918663	1.9513165764968
897	-32.4817181606457	1.95808213275742
898	-32.5697701283316	1.96496086529775
899	-32.6577761602148	1.97195107983033
900	-32.745739121586	1.97905108206774
901	-32.8336618777358	1.98625917772254
902	-32.9215472939551	1.9935736725073
903	-33.0093982355344	2.00099287213457
904	-33.0972175677645	2.00851508231692
905	-33.1850081559361	2.01613860876691
906	-33.27277286534	2.02386175719711
907	-33.3605145612668	2.03168283332008
908	-33.4482361090072	2.03960014284839
909	-33.535940373852	2.04761199149459
910	-33.6236302210918	2.05571668497126
911	-33.7113085160174	2.06391252899095
912	-33.7989781239195	2.07219782926623
913	-33.8866419100888	2.08057089150966
914	-33.974302739816	2.08903002143381
915	-34.0619634783918	2.09757352475124
916	-34.1496269911068	2.10619970717452
917	-34.237296143252	2.1149068744162
918	-34.3249738001178	2.12369333218885
919	-34.4126628269951	2.13255738620503
920	-34.5003660891746	2.14149734217732
921	-34.5880864519469	2.15051150581827
922	-34.6758267806028	2.15959818284044
923	-34.763589940433	2.1687556789564
924	-34.8513787967281	2.17798229987871
925	-34.939196214779	2.18727635131994
926	-35.0270450598762	2.19663613899265
927	-35.1149281973106	2.20605996860941
928	-35.2028484923729	2.21554614588277
929	-35.2908088103536	2.2250929765253
930	-35.3788120165436	2.23469876624957
931	-35.4668609762336	2.24436182076813
932	-35.5549585547142	2.25408044579356
933	-35.6431076172762	2.26385294703841
934	-35.7313110292103	2.27367763021525
935	-35.8195716558072	2.28355280103665
936	-35.9078923623576	2.29347676521516
